type,beat,position,pitch,duration,instrument,timesignaturenumerator,timesignaturedenominator,tempo,velocity
3,191,1,63,17,15,3,3,3,4
3,191,1,68,17,15,3,3,3,4
3,191,1,72,3,39,3,3,3,4
3,191,1,72,17,15,3,3,3,4
3,191,1,75,3,39,3,3,3,4
3,191,9,71,3,39,3,3,3,4
3,191,9,74,3,39,3,3,3,4
3,192,5,72,3,39,3,3,3,4
3,192,5,75,3,39,3,3,3,4
3,193,1,41,11,36,3,3,3,4
3,193,1,73,14,39,3,3,3,4
3,193,1,77,14,39,3,3,3,4
3,194,1,70,11,15,3,3,3,4
3,194,1,73,11,15,3,3,3,4
3,194,1,77,11,15,3,3,3,4
3,194,7,68,5,39,3,3,3,4
3,194,7,73,5,39,3,3,3,4
3,195,1,46,11,36,3,3,3,4
3,195,1,65,5,39,3,3,3,4
3,195,1,70,5,39,3,3,3,4
3,196,1,70,11,15,3,3,3,4
3,196,1,73,5,39,3,3,3,4
3,196,1,73,11,15,3,3,3,4
3,196,1,77,5,39,3,3,3,4
3,196,1,77,11,15,3,3,3,4
3,197,1,43,11,36,3,3,3,4
3,197,1,75,14,39,3,3,3,4
3,197,1,79,14,39,3,3,3,4
3,198,1,70,11,15,3,3,3,4
3,198,1,75,11,15,3,3,3,4
3,198,1,79,11,15,3,3,3,4
3,198,7,73,5,39,3,3,3,4
3,198,7,75,5,39,3,3,3,4
3,199,1,39,11,36,3,3,3,4
3,199,1,70,5,39,3,3,3,4
3,199,1,73,5,39,3,3,3,4
3,200,1,70,11,15,3,3,3,4
3,200,1,73,5,39,3,3,3,4
3,200,1,75,11,15,3,3,3,4
3,200,1,79,5,39,3,3,3,4
3,200,1,79,11,15,3,3,3,4
3,201,1,44,11,36,3,3,3,4
3,201,1,72,5,39,3,3,3,4
3,201,1,72,11,15,3,3,3,4
3,201,1,75,11,15,3,3,3,4
3,201,1,80,5,39,3,3,3,4
3,201,1,80,11,15,3,3,3,4
3,202,1,67,6,39,3,3,3,4
3,202,1,71,6,39,3,3,3,4
3,202,7,68,2,39,3,3,3,4
3,202,7,72,2,39,3,3,3,4
3,203,1,39,17,36,3,3,3,4
3,203,1,68,5,39,3,3,3,4
3,203,1,68,17,15,3,3,3,4
3,203,1,72,17,15,3,3,3,4
3,203,1,75,17,15,3,3,3,4
3,203,1,77,5,39,3,3,3,4
3,204,1,67,5,39,3,3,3,4
3,204,1,75,5,39,3,3,3,4
3,205,1,44,11,36,3,3,3,4
3,205,1,60,5,15,3,3,3,4
3,205,1,60,5,39,3,3,3,4
3,205,1,63,5,15,3,3,3,4
3,205,1,68,5,15,3,3,3,4
3,205,1,68,5,39,3,3,3,4
3,207,1,44,11,36,3,3,3,4
3,207,1,60,5,15,3,3,3,4
3,207,1,60,5,39,3,3,3,4
3,207,1,63,5,15,3,3,3,4
3,207,1,68,5,15,3,3,3,4
3,207,1,68,5,39,3,3,3,4
3,209,1,46,17,36,3,3,3,4
3,210,1,63,11,15,3,3,3,4
3,210,1,67,11,15,3,3,3,4
3,210,1,70,11,15,3,3,3,4
3,211,1,46,5,36,3,3,3,4
3,212,1,43,5,36,3,3,3,4
3,212,1,63,11,15,3,3,3,4
3,212,1,67,11,15,3,3,3,4
3,212,1,70,11,15,3,3,3,4
3,213,1,39,17,36,3,3,3,4
3,214,1,63,11,15,3,3,3,4
3,214,1,67,11,15,3,3,3,4
3,214,1,70,11,15,3,3,3,4
3,215,1,43,5,36,3,3,3,4
3,216,1,46,5,36,3,3,3,4
3,216,1,63,11,15,3,3,3,4
3,216,1,67,11,15,3,3,3,4
3,216,1,70,11,15,3,3,3,4
3,217,1,44,5,36,3,3,3,4
3,218,1,43,5,36,3,3,3,4
3,218,1,63,11,15,3,3,3,4
3,218,1,68,11,15,3,3,3,4
3,218,1,72,11,15,3,3,3,4
3,219,1,44,5,36,3,3,3,4
3,220,1,46,5,36,3,3,3,4
3,220,1,63,11,15,3,3,3,4
3,220,1,68,11,15,3,3,3,4
3,220,1,72,11,15,3,3,3,4
3,221,1,48,22,36,3,3,3,4
3,222,1,63,11,15,3,3,3,4
3,222,1,68,11,15,3,3,3,4
3,222,1,72,11,15,3,3,3,4
3,223,1,63,11,15,3,3,3,4
3,223,1,68,11,15,3,3,3,4
3,223,1,72,11,15,3,3,3,4
3,224,1,63,11,15,3,3,3,4
3,224,1,68,11,15,3,3,3,4
3,224,1,72,11,15,3,3,3,4
3,225,1,48,17,36,3,3,3,4
3,226,1,65,11,15,3,3,3,4
3,226,1,69,11,15,3,3,3,4
3,226,1,72,11,15,3,3,3,4
3,227,1,48,5,36,3,3,3,4
3,228,1,45,5,36,3,3,3,4
3,228,1,65,11,15,3,3,3,4
3,228,1,69,11,15,3,3,3,4
3,228,1,72,11,15,3,3,3,4
3,229,1,41,17,36,3,3,3,4
3,230,1,65,11,15,3,3,3,4
3,230,1,69,11,15,3,3,3,4
3,230,1,72,11,15,3,3,3,4
3,231,1,45,5,36,3,3,3,4
3,232,1,48,5,36,3,3,3,4
3,232,1,65,11,15,3,3,3,4
3,232,1,69,11,15,3,3,3,4
3,232,1,72,11,15,3,3,3,4
3,233,1,46,5,36,3,3,3,4
3,234,1,45,5,36,3,3,3,4
3,234,1,61,11,15,3,3,3,4
3,234,1,65,11,15,3,3,3,4
3,234,1,70,11,15,3,3,3,4
3,235,1,46,5,36,3,3,3,4
3,236,1,48,5,36,3,3,3,4
3,236,1,61,11,15,3,3,3,4
3,236,1,65,11,15,3,3,3,4
3,236,1,70,11,15,3,3,3,4
3,237,1,49,22,36,3,3,3,4
3,238,1,61,11,15,3,3,3,4
3,238,1,65,11,15,3,3,3,4
3,238,1,70,11,15,3,3,3,4
3,239,1,61,11,15,3,3,3,4
3,239,1,65,11,15,3,3,3,4
3,239,1,70,11,15,3,3,3,4
3,240,1,61,11,15,3,3,3,4
3,240,1,65,11,15,3,3,3,4
3,240,1,70,11,15,3,3,3,4
3,241,1,41,17,36,3,3,3,4
3,242,1,61,11,15,3,3,3,4
3,242,1,65,11,15,3,3,3,4
3,242,1,68,11,15,3,3,3,4
3,243,1,41,5,36,3,3,3,4
3,244,1,43,5,36,3,3,3,4
3,244,1,61,11,15,3,3,3,4
3,244,1,65,11,15,3,3,3,4
3,244,1,68,11,15,3,3,3,4
3,245,1,44,17,36,3,3,3,4
3,246,1,61,11,15,3,3,3,4
3,246,1,65,11,15,3,3,3,4
3,246,1,68,11,15,3,3,3,4
3,247,1,44,5,36,3,3,3,4
3,248,1,46,5,36,3,3,3,4
3,248,1,61,11,15,3,3,3,4
3,248,1,65,11,15,3,3,3,4
3,248,1,68,11,15,3,3,3,4
3,249,1,48,17,36,3,3,3,4
3,250,1,60,11,15,3,3,3,4
3,250,1,63,11,15,3,3,3,4
3,250,1,68,11,15,3,3,3,4
3,251,1,47,5,36,3,3,3,4
3,252,1,48,5,36,3,3,3,4
3,252,1,60,11,15,3,3,3,4
3,252,1,63,11,15,3,3,3,4
3,252,1,68,11,15,3,3,3,4
3,253,1,49,17,36,3,3,3,4
3,254,1,60,11,15,3,3,3,4
3,254,1,63,11,15,3,3,3,4
3,254,1,68,11,15,3,3,3,4
3,255,1,48,17,36,3,3,3,4
3,256,1,60,11,15,3,3,3,4
3,256,1,63,11,15,3,3,3,4
3,256,1,68,11,15,3,3,3,4
4,0,0,0,0,0,0,0,0,0
