Start of song
Instrument: None
Start of notes
Note: beat=0, position=0, pitch=F3, duration=6, instrument=harpsichordnumerator=4,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=C#4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=A3, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=C4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=F#4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E3, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=violinnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=D#4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=F#4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=F#5, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=24, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=G#4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=24, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=C#4, duration=6, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=6, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=D#4, duration=6, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=6, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E3, duration=6, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=24, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=24, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=36, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=36, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=D4, duration=36, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=F#4, duration=36, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=F#3, duration=36, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=36, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=36, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=D#4, duration=36, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=G4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=C4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=D#4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=6, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=D4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=A3, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=A3, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=C4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=G#4, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E5, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=36, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=36, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=6, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=F#4, duration=6, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=6, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=A4, duration=6, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=6, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=G4, duration=6, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B2, duration=6, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B2, duration=6, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=6, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=36, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=G#4, duration=6, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B2, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=D#4, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=C#4, duration=24, instrument=stringsnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=F4, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=A3, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=C#4, duration=6, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=A3, duration=6, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=A3, duration=6, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=C4, duration=11, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=D#4, duration=16, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=C#4, duration=16, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=16, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=16, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=D#4, duration=16, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=G#4, duration=16, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=16, instrument=stringsnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B4, duration=16, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B4, duration=16, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=16, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=16, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=F#4, duration=16, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=16, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=D#4, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=D#4, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=C#4, duration=6, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=F#4, duration=6, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=6, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=F#4, duration=6, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=F#4, duration=6, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=6, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=6, pitch=F#4, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=F#4, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=C#4, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=6, instrument=harpsichordnumerator=6,denominator=8tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=D#4, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=16, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=16, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=D#4, duration=11, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=F#4, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=F#4, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=F#4, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=F#4, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=C#4, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=11, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=11, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=11, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=E4, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=F#4, duration=11, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B4, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=F#5, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=G4, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B4, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B4, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B4, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B2, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=B2, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=D4, duration=11, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#3, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=E3, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=E4, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#3, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#3, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=D#4, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=stringsnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=A#4, duration=24, instrument=cellonumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=B3, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=D#4, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=6, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=B4, duration=11, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B4, duration=11, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=C#3, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=B3, duration=24, instrument=violinnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=A#4, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=B3, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=B4, duration=11, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=C#3, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=C#3, duration=11, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=C#3, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=C#3, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=C#4, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=G#4, duration=24, instrument=stringsnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=B4, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#5, duration=24, instrument=harpsichordnumerator=6,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#3, duration=36, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#3, duration=36, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=36, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=36, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=G#4, duration=48, instrument=violinnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=C#3, duration=11, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=G#3, duration=11, instrument=bassoonnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#3, duration=11, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#3, duration=11, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=D#4, duration=11, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=6, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#3, duration=6, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=C#3, duration=6, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#3, duration=11, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=A#3, duration=11, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=C#4, duration=11, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F4, duration=11, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=A#4, duration=11, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=6, pitch=F#5, duration=11, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#3, duration=11, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#3, duration=11, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=D4, duration=24, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=D4, duration=11, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=11, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=B4, duration=11, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=11, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=harpsichordnumerator=3,denominator=4tempo=1,velocity=3
Note: beat=1024, position=0, pitch=A4, duration=24, instrument=harpsichordnumerator=3,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=C#3, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=A#3, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=11, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=11, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=11, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=A4, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=C#3, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=C#4, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=C#4, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=A#3, duration=24, instrument=stringsnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=F#4, duration=24, instrument=stringsnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=B4, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=A#3, duration=11, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=D#4, duration=11, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=D#4, duration=11, instrument=bassoonnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=A#4, duration=11, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=C#3, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=C#4, duration=24, instrument=trombonenumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=C#4, duration=24, instrument=harpsichordnumerator=6,denominator=2tempo=1,velocity=3
Note: beat=1024, position=0, pitch=C#4, duration=24, instrument=stringsnumerator=6,denominator=2tempo=1,velocity=3
