Start of song
Instrument: piano
Start of notes
Note: beat=0, position=0, pitch=D2, duration=21, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=70, position=0, pitch=F#4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=70, position=0, pitch=A4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=71, position=0, pitch=F#4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=71, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=71, position=0, pitch=C5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=71, position=0, pitch=D5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=71, position=0, pitch=F#5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=72, position=0, pitch=G2, duration=21, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=72, position=0, pitch=G4, duration=48, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=72, position=0, pitch=E5, duration=48, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=73, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=73, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=73, position=0, pitch=E5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=74, position=0, pitch=B2, duration=12, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=74, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=74, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=74, position=0, pitch=E5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=75, position=0, pitch=C3, duration=12, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=75, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=75, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=75, position=0, pitch=E5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=76, position=0, pitch=D3, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=76, position=0, pitch=F#4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=76, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=76, position=0, pitch=B4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=76, position=0, pitch=D5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=76, position=0, pitch=D5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=77, position=0, pitch=A4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=77, position=0, pitch=C5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=78, position=0, pitch=D2, duration=21, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=78, position=0, pitch=D4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=78, position=0, pitch=F#4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=78, position=0, pitch=F#4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=78, position=0, pitch=A4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=78, position=0, pitch=A4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=79, position=0, pitch=C4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=79, position=0, pitch=D4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=80, position=0, pitch=G2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=80, position=0, pitch=B3, duration=16, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=80, position=0, pitch=G4, duration=16, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=81, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=81, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=81, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=81, position=6, pitch=D4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=81, position=6, pitch=A4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=82, position=0, pitch=D2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=82, position=0, pitch=G4, duration=30, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=82, position=0, pitch=B4, duration=30, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=83, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=83, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=83, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=84, position=0, pitch=G2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=84, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=84, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=84, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=85, position=0, pitch=D4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=85, position=0, pitch=G4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=86, position=0, pitch=B2, duration=21, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=86, position=0, pitch=D4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=86, position=0, pitch=G4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=86, position=0, pitch=G4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=86, position=0, pitch=B4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=86, position=0, pitch=B4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=87, position=0, pitch=B4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=87, position=0, pitch=D5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=88, position=0, pitch=G2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=88, position=0, pitch=C5, duration=16, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=88, position=0, pitch=E5, duration=16, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=89, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=89, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=89, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=89, position=6, pitch=G4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=89, position=6, pitch=B4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=90, position=0, pitch=D2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=90, position=0, pitch=B4, duration=30, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=90, position=0, pitch=D5, duration=30, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=91, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=91, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=91, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=92, position=0, pitch=G2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=92, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=92, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=92, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=93, position=0, pitch=B4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=93, position=0, pitch=D5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=94, position=0, pitch=B2, duration=21, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=94, position=0, pitch=D4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=94, position=0, pitch=G4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=94, position=0, pitch=A#4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=94, position=0, pitch=B4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=94, position=0, pitch=C#5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=95, position=0, pitch=B4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=95, position=0, pitch=D5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=96, position=0, pitch=G2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=96, position=0, pitch=G4, duration=21, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=96, position=0, pitch=B4, duration=21, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=97, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=97, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=97, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=98, position=0, pitch=D2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=98, position=0, pitch=D4, duration=16, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=98, position=0, pitch=F#4, duration=16, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=99, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=99, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=99, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=99, position=6, pitch=D4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=99, position=6, pitch=G4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=100, position=0, pitch=G2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=100, position=0, pitch=G4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=100, position=0, pitch=B4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=101, position=0, pitch=D4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=101, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=101, position=0, pitch=G4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=101, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=101, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=102, position=0, pitch=D2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=102, position=0, pitch=G4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=102, position=0, pitch=B4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=103, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=103, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=103, position=0, pitch=B4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=103, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=103, position=0, pitch=D5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=104, position=0, pitch=E2, duration=21, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=104, position=0, pitch=A4, duration=48, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=104, position=0, pitch=F#5, duration=48, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=105, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=105, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=105, position=0, pitch=F#5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=106, position=0, pitch=A2, duration=12, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=106, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=106, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=106, position=0, pitch=F#5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=107, position=0, pitch=B2, duration=12, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=107, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=107, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=107, position=0, pitch=F#5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=108, position=0, pitch=C3, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=108, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=108, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=108, position=0, pitch=C5, duration=11, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=108, position=0, pitch=E5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=108, position=0, pitch=E5, duration=11, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=110, position=0, pitch=E2, duration=21, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=110, position=0, pitch=A4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=110, position=0, pitch=C5, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=110, position=0, pitch=E5, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=112, position=0, pitch=G2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=112, position=0, pitch=E5, duration=16, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=112, position=0, pitch=G5, duration=16, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=113, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=113, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=113, position=0, pitch=E5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=113, position=6, pitch=C5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=113, position=6, pitch=E5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=114, position=0, pitch=E2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=114, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=114, position=0, pitch=G4, duration=30, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=114, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=114, position=0, pitch=C5, duration=30, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=114, position=0, pitch=E5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=115, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=115, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=115, position=0, pitch=E5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=116, position=0, pitch=G2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=116, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=116, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=116, position=0, pitch=E5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=117, position=0, pitch=G4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=117, position=0, pitch=C5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=118, position=0, pitch=E2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=118, position=0, pitch=G4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=118, position=0, pitch=B4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=118, position=0, pitch=C5, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=118, position=0, pitch=D5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=118, position=0, pitch=E5, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=119, position=0, pitch=C5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=119, position=0, pitch=E5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=120, position=0, pitch=B2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=120, position=0, pitch=B4, duration=16, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=120, position=0, pitch=D5, duration=16, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=121, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=121, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=121, position=0, pitch=D5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=121, position=6, pitch=G4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=121, position=6, pitch=B4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=122, position=0, pitch=D2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=122, position=0, pitch=D4, duration=30, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=122, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=122, position=0, pitch=G4, duration=30, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=122, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=122, position=0, pitch=D5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=123, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=123, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=123, position=0, pitch=D5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=124, position=0, pitch=B2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=124, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=124, position=0, pitch=B4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=124, position=0, pitch=D5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=125, position=0, pitch=B4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=125, position=0, pitch=G5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=126, position=0, pitch=D2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=126, position=0, pitch=G4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=126, position=0, pitch=B4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=126, position=0, pitch=D5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=126, position=0, pitch=D5, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=126, position=0, pitch=F#5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=127, position=0, pitch=C5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=127, position=0, pitch=E5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=128, position=0, pitch=F#2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=128, position=0, pitch=C5, duration=16, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=128, position=0, pitch=D5, duration=16, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=129, position=0, pitch=F#4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=129, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=129, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=129, position=6, pitch=A4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=129, position=6, pitch=C5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=130, position=0, pitch=A2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=130, position=0, pitch=F#4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=130, position=0, pitch=F#4, duration=21, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=130, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=130, position=0, pitch=A4, duration=21, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=130, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=131, position=0, pitch=F#4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=131, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=131, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=132, position=0, pitch=D2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=132, position=0, pitch=F#4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=132, position=0, pitch=F#4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=132, position=0, pitch=A4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=132, position=0, pitch=C5, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=132, position=0, pitch=D5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=133, position=0, pitch=A4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=133, position=0, pitch=C5, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=134, position=0, pitch=A2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=134, position=0, pitch=C4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=134, position=0, pitch=F#4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=134, position=0, pitch=A4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=134, position=0, pitch=A4, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=134, position=0, pitch=C5, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=135, position=0, pitch=D4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=135, position=0, pitch=B4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=136, position=0, pitch=G2, duration=5, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=136, position=0, pitch=B3, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=136, position=0, pitch=B3, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=136, position=0, pitch=D4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=136, position=0, pitch=G4, duration=5, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=136, position=0, pitch=G4, duration=11, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=137, position=0, pitch=D2, duration=5, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=138, position=0, pitch=F#2, duration=11, instrument=trombonenumerator=2,denominator=2tempo=2,velocity=3
Note: beat=138, position=0, pitch=A3, duration=21, instrument=accordionnumerator=2,denominator=2tempo=2,velocity=3
Note: beat=138, position=0, pitch=C4, duration=11, instrument=brassesnumerator=2,denominator=2tempo=2,velocity=3
